id,text,n_tokens
c_24c7d5c1da0b,satu gempa bumi sederhana dengan kekuatan 71 pada skala richter dilaporkan berlaku di barat laut sumatera indonesia pukul 0:05:11 pagi hari ini bagaimanapun tiada ancaman tsunami kepada malaysia - metmalaysia,30
c_18fd62eaf160,gempa bumi di padeglang banten ya tadi pagi 52sr,9
c_2ca70da1a7bb,gempa bumi sederhana di barat laut sumatera,7
c_7fc2d7443f76,gempa bumi sederhana di barat laut sumatera -- - - malaysia berita sama ekonomi politik sukan rencana dunia plus subscribe enewsletter ebiz belia via,24
c_8f1a4cb7ee39,peristiwa lion air juta 610 tragedi tsunami laut di palu dan donggala gempa bumi di lombok adalah sebuah pesan dan bukti bahwa tidak cukup hanya motivasi intelektual ( iq ) lalu mengejar materi semata,34
c_c91301422856,pwmu : empati siswa muhammadiyah atas jatuhnya lion air jt-610 : - ratusan siswa sd muhammadiyah 6 gadung surabaya mengelar aksi simpatik atas musibah beruntun yang sedang menerpa bangsa indonesia seperti musibah gempa bumi di,35
c_01c3f0a83f86,panglima kogasgabpad rehab & rekon ntb pasca gempa bumi meninjau proses pencetakan panel u/ bangunan rumah instan sederhana sehat yang dikerjakan o/ aplikator di kecamatan praya kabupaten lombok tengah dan kecamatan sambelia lombok timur senin ( 29/10/2018 ),38
c_8c372a521853,ketua dpd pdip sulsel andi ridwan wittiri didampingi sekertarisnya rudy pieter goni dan risfayanti menyerahkan langsung bantuan gempa bumi di kota palu sulteng,23
c_e8be1e93fb91,gempa bumi tidak ganggu pertanian di parigi,7
c_3b42e470a78f,di bumi ada gempa bumi di laut ada tsunami di langit ada pesawat jatuh sungguh duka yang berturut-turut bagi warga indonesia : ( ampuni semua dosa para korba ya allah,30
c_12303b2c814a,kesialan di bulan shafar apakah gempa bumi tsunami banjir kehilangan kebakaran tabrakan pesawat jatuh dan kejadian lainnya ada kaitannya kesialan di bulan shafar ? mari kita lihat,27
c_e617d4c13381,gempa bumi tidak ganggu pertanian di parigi - medcom id,10
c_f808463f37e8,macam-macam bencana alam : di darat : gempa bumi di laut : sunami di udara : hilang komunikasi terjatuh entah mana pergi di hatimu : siapa lah aku ini,29
c_15ec86a5f31a,tahun lalu kita mengalami gempa bumi dua kali di tanggal 31 oktober,12
c_578f8f7a4cc6,sehubungan dengan bencana alam gempa bumi & tsunami di palu dan sekitarnya bersama ini disampaikan dengan hormat bahwa acara seminar duniawalet-ban makassar yang akan dilaksanakan pada,26
c_f2505368b408,gempa bumi di timur laut kobisonta,6
c_a6ca480d8384,andai ada peringatan gempa bumi susulan andai alarm tsunami berbunyi dan andai penanggulangan bencana cepat dilakukan -- di alkhairaat,19
c_c5007b89a10f,jangan lupa 4 nopember 2018 saksikanlah pertandingan sepak bola amal ulmar fc vs komando fc untuk korban bencana tsunami dan gempa bumi di wilayah palu sigi dan donggala pemain,29
c_35ca1a25d2db,gempa magnitudo 4 7 terjadi di sumbawa barat ilustrasi foto : mindra purnomo gempa bumi magnitudo 4 7 terjadi sumbawa barat nusa tenggara barat pusat gempa berada di laut berdasarkan informasi dari situs resmi badan meteorologi klimatologi dan geo,39
c_a2ed54c24fd9,gempa magnitudo 3 2 terjadi di sukabumi foto : ilustrasi gempa bumi magnitudo 3 2 terjadi sukabumi jawa barat pusat gempa berada di darat berdasarkan informasi dari situs resmi badan meteorologi klimatologi dan geofisika ( bmkg ) gempa terjadi pada p,41
c_530a7d726191,alhamdulillah hirobbil aalamin bertempat di rsl bsmi pada malam tanggal 31 oktober 2018 relawan bsmi kembali membantu persalinan korban bencana gempa bumi dan tsunami di sigi,26
c_f4dc8cade722,peta guncangan gempa bumi di kota palu dan sekitarnya,9
c_4921b80094e6,respon muhammadiyah untuk gempabumi dan tsunami palu sigi dan donggala 28 september - 30 oktober 2018 mari bantu saudara-saudara kita yang terdampak gempa bumi dan tsunami di sulawesi,28
c_e8179d60d066,yang tergabung dalam komando tugas gabungan terpadu ( kogasgabpad ) penanggulangan bencana gempa bumi tsunami dan likuifaksi di sulawesi tengah,20
c_4b51e6324f79,sahabat mido pasca bencana gempa bumi yang mengguncang palu sekretaris ditjen imigrasi lilik bambang mengunjungi kantor imigrasi kelas i palu untuk mulai memetakan rencana pemindahan sementara kantor imigrasi ke ruang detensi imigrasi di jalan tg dako 19 palu,38
c_6d5567befad6,mushibah ditanah air beruntungunung meletus banjir tanah longsor gempa bumi kapal tenggelam dan terbakar di laut terakhir lion air 610jangan lupakan kekuasaan allah,23
c_ad8ad4cb73ef,[ kutipan tabung kemanusiaan bencana gempa bumi dan tsunami di sulawesi indonesia ] mana lm yhtm bmr lmslmyn flys mnhm barangsiapa yang tidak mengambil berat urusan sesama muslim maka mereka bukanlah dalam,32
c_e3320bfb4289,selepas dunia digemparkan dengan gempa bumi dasar laut bermagnitud 90 dan tsunami di jepun dari shalimar bersama rakan sukarelawan lain turun padang untuk menghulurkan bantuan,25
c_e117359600ac,rumah zakat siap bangun 500 huntara untuk korban bencana sulawesi tengah palu pasca bencana gempa bumi dan tsunami di palu - donggala rumah zakat menginisiasi program penangan bencana,28
c_03e5fec04ec4,dalam rangka sepak bola amal untuk korban tsunami dan gempa bumi di wilayah palu sigi dan donggala akan digelar laga sepakbola amal antara ulmar fc vs komando fc yang akan diperkuat oleh komeng taufik,34
c_ca740f002e23,ungu - baku jaga dimana mana pasca gempa bumi di palu,11
c_1b505b55723c,giat trauma healing kepada anak anak pelajar pasca bencana alam gempa bumi di mi ziyadatul khair nw salut selat narmada dalam rangka ops zebra gatarin 2018,26
c_239f3f6a8cb8,gempa bumi hari ini 3 8 sr guncang luwu timur sulsel 4 8 sr di poso terkait tsunami,18
c_c063c7b91142,wali kota medan drs h t dzulmi eldin si msi diwakili aspem dan sosial kota medan musadad nasution kota medan kembali menyalurkan bantuan kepada warga korban gempa bumi dan tsunami di kota palu sigi dan donggala provinsi sulawesi tengah di kantor wali kota palu kamis ( 1/11 ),48
c_a2a0e599c91d,akibat bencana gempa bumi di provinsi nusa tenggara barat ( ntb ) beberapa waktu yang lalu,16
c_4e99a86e62d3,sahabat mari terus memberikan dukungan bagi keceriaan para penyintas bencana gempa bumi di palu donggala dan sigi sulawesi tengah karena kita tahu mereka dapat bangkit kembali,26
c_3cbf89d0f611,kerinduan fadil pada ibunda tercinta memasuki hari ke 35 pasca gempa bumi tsunami dan lukifaksi yang terjadi di palu donggala dan sigi sulawesi tengah pmi provinsi sulawesi tengah,28
c_b256139f5d5d,hari ini terjadi 6 gempa bumi di indonesia keenam gempa bumi itu terjadi hanya dalam kurun waktu 10 jam mana saja wilayah yang merasakannya ?,25
c_72f2a4177c01,from khairuliskandartajuddin - hari nih nak balik deh tahniah team sukarelawan yang bertungkus lumus buat program trauma healing pasca tsunami dan gempa bumi di palu,25
c_cde649c46b2d,* laporan pendampingan tim d2 bnpb dalam rangka penanganan darurat bencana gempa bumi tsunami dan likuifaksi di provinsi sulawesi tengah * * kepada yth kepala bnpb * cc pejabat eselon 1 dilap dah kegiatan pendampingan,35
c_52724a4797c0,gempa bumi magnitudo 3 5 terjadi di tanah datar sumatera barat pusat gempa berada di darat,16
c_c2477381696e,global peace mission ( gpm ) msia ambil langkah proaktif sediakan tangki air di kawasan yang terjejas dengan gempa bumi di lombok sejak 3 bulan lalu antaranya di dusun sanyiang dusun suka damai dan bagek kembar yang terletak di kawasan lombok utara,42
c_1047a5c00c39,part 2 : bayi gempa hazran al-farouq bayi bertuah yang lahir ketika berlakunya gempa bumi yang dahsyat alhamdulillah mereka selamat dan kini berada di khemah sementara dana yang disalurkan bakal,30
c_e4ca5017e2a2,langsung lokasi berlakunya gempa bumi & tsunami ada seorang jenazah yang sudah hari ke 9 tetapi tidak mengeluarkan bau busuk malah tidak bengkak bila ditanya rupanya penduduk memberitahu arwah dahulu menunaikan solat 5 waktu di masjidjasad jenazah ditemui di ruang legar masjid,42
c_4248aa1aecbe,13 0 keluarga yang terjejas dalam kejadian gempa bumi di lombok utara menarik nafas lega apabila menerima bantuan kewangan berjumlah rp650 bilion ( kira-kira rm1809 juta ) daripada kerajaan indonesia untuk membina semula rumah mereka yang musnah akibat bencana alam itu,41
c_7841c2f2684c,satgana program icbrr terus mendirikan dan membangun papan informasi kampanye prb gempa bumi dan hemat air bersih di camp-camp pengunsian di balaroa petobo dan lain-lain cc,26
c_c08fe0fd81da,ddc bengkulu - gempa bumi telah terjadi dan terasa cukup kuat di kota bengkulu dan sekitarnya pada sabtu ( 3/11/18 ) pukul 23 : 0 wib gempa yang menurut badan meteorologi,31
c_066588a78168,[ warta bem ] jurusan keperawatan politeknik kesehatan ( poltekes ) kendari menggelar simulasi penanganan korban gempa bumi di lapangan titik kumpul mahasiswa jumat ( 2/11/2018 ) kegiatan,28
c_56161b4e4b50,gempa bumi 5 4 sr terjadi di bengkulu,8
c_0f4b65a4ca80,bmkg : gempa 5 4 skala richter mengguncang bengkulu ilustrasi gempa bumi ( istockphoto/kickers ) badan meteorologi klimatologi dan geofisika ( bmkg ) mengungkapkan telah terjadi gempa bumi berkekuatan 5 4 skala richter di wilayah bengkulu pada sabtu ( 3/,40
c_e334e41e638d,bencana silih berganti menerpa negeri ibu pertiwi di laut kami diterjang tsunami di bumi gempa bumi menghantui di udarapun kami jatuh ke bumi tuhan dosa dan kesalahan apa yang kami,30
c_0bb6600a6846,muhammad akbar seorang ayah yang terpisah dengan dua orang anaknya karena bencana gempa bumi di palu sulawesi tengah selengkapnya simak,20
c_4b802056d0cb,kejadian gempa bumi di selatan sumatera indonesia [ 4 nov 2018 ],12
c_fc6ded8af6a5,update terbaru ( selama 2 hari mamasa diguncang 7 gempa bumi ) silakan lihat di informasi tanpa batas waktu -,20
c_9a1bf39be98b,kepada warga masyarakat korban bencana gempa bumi di lombok berupa empat unit rumah hunian sementara ( huntara ) dan satu unit rumah hunian tetap,24
c_1de03ee5add9,bendera malaysia berkibar di sulawesi tengah indonesia balaroa ialah kawasan yang terjejas teruk akibat berlakunya gempa bumi dan pergerakkan dasar tanah yang telah mengorbankan ratusan penduduk di sini,28
c_5e62a2679fc8,gpm bina huntara untuk mangsa gempa bumi di lombok,9
c_a64bd6b71ded,rt bernamadotcom : [ video ] gpm bina huntara untuk mangsa gempa bumi di lombok,15
c_f25e70ef5e82,sosialisasi kesiapsiagaan dan simulasi gempa bumi di tk-sd al azhar 4 kebayoran lama,13
c_2f78b70ee9a3,7 kali diguncang gempa bumi warga mamasa mengungsi dan tidur di tenda,12
c_050945d3e4d0,gempa bumi langka di kalimantan tengah diselidiki bmkg ( kalimantan berita ) -,13
c_7f4d638e9f77,gempa bumi 2 1 sr guncang konsel terasa hingga di kendari lewat com,13
c_4ce395ad7ff2,fao membantu petani dan nelayan indonesia bangkit setelah gempa bumi dan tsunami di sulawesi tengah lebih dari 70000 orang akan kembali memproduksi makanan untuk jangka panjang selengkapnya di :,29
c_028e9db1d13b,bencana gempa bumi dahsyat di palu sudah sebulan berlalu greenpeace tergabung dalam koalisi masyarakat sipil memasang pompa air tenaga matahari untuk memastikan air bersih untuk keperluan konsumsi dan sanitasi masyarakat di pengungsian desa rogo selalu ada,36
c_bc4890042bd5,1/4 sahabat belum hilang dari ingat kita betapa dahsyatnya dampak dari gempa bumi berkekuatan 7 4 skala richter yang diikuti tsunami di palu-donggala pada tanggal 28 september 2018 yang lalu,30
c_001ebfe1cae6,sosialisasi pengurangan resiko bencana gempa bumi di min 3 langsa via @,12
c_a9978bb035fb,dengan alat berat pemakaman korban gempa bumi dan lekufikasi di donggala sigi dan palu tempat pemakaman umum di atas bukit wilayah palu sulteng,23
c_c40b31505c95,gempa bumi 5 5 sr hari ini di mamasa sulbar warga : terasa di polman parepare makassar via,18
c_6dc621a9bc13,gempa bumi 5 5 sr hari ini di mamasa sulbar warga : terasa di - tribun timur,17
c_9e78629e8c95,5 gempa bumi hari ini guncang beberapa wilayah di indonesia via,11
c_40bd74b8bf6c,gempa bumi 5 5 sr guncang mamasa pasien betahan di luar rumah sakit download tvone connect untuk update berita harian anda android & ios,24
c_d8d2fee2954d,dua kali kabupaten mamasa sulawesi barat diguncang gempa bumi hari ini itulah sebabnya warga memilih membangun tenda di luar rumah baca alagraph :,23
c_abd3ebae53b8,rt detikcom gempa bumi berkekuatan magnitudo 3 4 terjadi di lombok timur pusat gempa berada di darat,17
c_2a6d7e0927b1,ibm indonesia bersama dengan perwakilan dari pureheart wahana visi indonesia igegama iabie dan juga bppt datang mengunjungi tempat pengusian dari korban bencana alam gempa bumi di,26
c_15a4e5453e9b,getaran gempa bumi terus terjadi di mamasa buat warga panik,10
c_c63562af23bc,ibu santi diansari hargianto dari ibm indonesia melakukan peletakkan batu pertama untuk membangun sekolah sementara yang akan digunakan oleh anak-anak korban bencana gempa bumi di lombok,26
c_16e5f8f2a73f,dan musim hujanpun tiba pedih di hati melihat mereka mohon sekirax bapak presiden kami yang kami banggakan bpk untuk mempercepat prsoses pencairan dana untuk para korban gempa bumi lombok utara mohon sekirax mereka di beri kemudahan dalam proses itu,39
c_330781abd9fd,2 ceritanya allah menciptakan hamparan daratan bukan pulau2 karena terjadi gempa bumi maka kumpulan piramida itu pecah2 keseluruh dunia dan salah satunya ada di indonesia,25
c_86da27182216,penyerahan bantuan barangan hygine untuk keluarga mangsa gempa bumi di dolo di daerah sigi sulawesi tengah alhamdulilah lihatlah kegembiraan yang terukir di wajah penerima bantuan,25
c_4c4bf26fdee6,bmkg mencatat 10 gempa bumi goyang indonesia selasa ( 6/11/2018 ) wilayah mana saja ? : bmkg mencatat ada 10 gempa bumi yang terjadi di wilayah indonesia kekuatan guncangan yang terjadi bervariasi,32
c_a7cbd30c33f6,gempa magnitudo 4 6 terjadi di mamasa sulbar : gempa bumi magnitudo 4 6 terjadi di mamasa,17
c_0fabafdbae23,79 kali gempa bumi guncang sulawesi barat dalam 3 hari ini titik pusat di kabupaten mamasa,16
c_e653c1721683,`` mau cepat atau tidak tergantung di lapangan mari bersegera '' bupati lombok timur h sama sukiman azmy dalam rapat koordinasi percepatan masa transisi darurat menuju rehabilitasi dan rekontruksi bencana gempa bumi di kabupaten lombok timur,36
c_bb59bc714132,bencana gempa bumi di sulawesi tengah & nusa tenggara barat beberapa waktu lalu menggerakkan kami menyingsingkan lengan baju untuk membantu saudara-saudara kita di dua provinsi tersebut melalui program,28
c_9c1d98f4c381,[ bencana gempa bumi dan tsunami di palu indonesia ] bencana yang terjadi pada 28 september yang lalu 77 pada skala richter dan tsunami yang melanda palu telah mengorbankan lebih 2 0 nyawa,33
c_46169fd2445e,senin ( 7/11 ) seminar nasional gempa bumi tsunami likuifaksi sebuah pelajaran mitigasi bencana yang dilaksanakan oleh act ( aksi cepat tanggap ) lembaga kemanusiaan bertempat di citra,28
c_f1db7f8eb74d,satu gempa bumi sederhana dengan kekuatan 53 pada skala ritcher berlaku di sulawesi indonesia pada 542 petang ini bagaimanapun gempa itu tidak membawa ancaman tsunami kepada malaysia,27
c_b6083b8aaba4,tanggapan kejadian gempa bumi di mamasa sulawesi barat tanggal 7 november 2018,12
c_c6e6082b9a02,dinding bangunan retak akibat gempa bumi berkekuatan 5 2 sr di mamasa,12
c_4576cd10565b,sejak 3 hingga 7 november 2018 kabupaten mamasa sulbar diguncang gempa bumi peristiwa tersebut membuat warga panik dan memilih mengungsi di tanah lapang baca alagraph :,26
c_e7b75aa3a7cc,sebelum gempa bumi yang begitu dahsat begitu indah ya pemandang di kator inch setiap ada kegiatan apa saja pasti di tempat inich orang berkumpul tapi sayang itu semua tinggal kenangan belaka saja karena sok di hempas,36
c_54577ae98e9f,konser amal kemanusiaan olimpiade pecinta qur'an 2 assalaamu'alaikum ikhwahfillaah~ gempa bumi yang terjadi di lombok masih menyisakan kepedihan dan rasa pilu olimpiade pecinta,23
c_0bce3e14b839,pmi kota tangerang menerima bantuan donasi untuk bencana gempa bumi dan tsunami di sulawesi tengah dari pengurus pmi kecamatan dan warga neglasari,22
c_1bd81ac3e6a5,alhamdulilah pameran di pasar malam sekaten sudah selesaiperalatan ews gempa bumi dan tsunami selesai di pamerkan,16
c_cf2d1629990f,makassar ( 7/11 ) : dalam sehari sulawesi barat ( sulbar ) diguncang gempa bumi tektonik sebanyak 35 kali yang bertitik pusat di kabupaten mamasa gempa bumi ini akibat sesar saddang yang berada di darat dengan kedalaman 10 kilometer,39
c_8c8f9542a55c,gempa bumi dirasakan di sejumlah daerah sekitarnya seperti mamuju toraja toraja utara majene polewali mandar pasangkayu dan palopo,18
c_8a272d878630,tepat pada hari jum'at 28 september 2018 lalu gempa bumi yang juga memicu gelombang tsunami dan likuifaksi tanah terjadi di sulawesi tengah dimana daerah yang paling terdampak,27
c_ba8e64b92651,gempa bumi bermagnitudo 3 2 terjadi di donggala sulawesi tengah gempa terasa hingga ke palu,15
c_f6dcba949f72,giat anggota dikyasa melaksanakan trauma healing pasca gempa bumi di smpn 1 batu layar dengan jumlah peserta 150 orang dengan kuat pers 6 pers,24
